-219.243632	-99.611124	-286.567256	-147.125238	-51.180834	-142.696512	-66.448066	-53.813495	
-255.416263	-235.272465	-282.695029	-207.796068	-95.474303	-138.305420	-43.579859	-57.780091	
-229.736557	-198.231907	-266.637414	-192.533818	-81.629573	-114.959998	-44.054674	-53.069874	
-246.033268	-234.068304	-249.294777	-106.280177	-43.964104	-148.690622	-72.214915	-54.784739	
-206.167465	-156.909198	-247.584477	-114.856767	-42.981896	-126.393517	-62.789185	-50.356085	
-231.261718	-199.211827	-242.133293	-107.605985	-43.624319	-144.548705	-68.048310	-53.416886	
-194.995635	-190.713486	-204.898219	-79.169681	-43.684446	-105.454040	-63.651478	-50.475876	
-127.563017	-100.064827	-142.651693	-41.172366	-43.926292	-86.839367	-52.662522	-42.518550	
-168.249707	-115.887177	-145.359786	-38.485489	-48.104887	-55.951893	-51.954097	-47.922165	
-127.991708	-60.180193	-129.837470	-35.111682	-44.287314	-54.902163	-50.047513	-42.114478	
-127.596130	-58.228199	-130.832751	-35.722842	-44.521315	-57.634964	-50.922439	-42.101003	
-131.753126	-67.187029	-134.516144	-36.752956	-44.910488	-63.021306	-54.393762	-42.744536	
-128.605135	-33.190275	-133.464588	-35.391230	-43.696618	-61.104291	-49.215070	-41.618291	
-180.077474	-82.069759	-132.024061	-41.902189	-48.341117	-65.775204	-49.670819	-47.787108	
-136.638709	-42.563029	-135.536455	-37.435067	-45.999316	-62.368379	-49.064711	-43.982299	
-130.289474	-34.436155	-135.342710	-37.318913	-45.013738	-63.828542	-49.851421	-42.713945	
-125.363457	-32.623725	-135.188398	-35.866411	-43.812520	-61.492982	-49.605391	-41.416989	
-125.958538	-31.400308	-136.835117	-36.434864	-43.660976	-65.139866	-50.972656	-41.458761	
-123.913117	-31.317511	-136.368879	-35.811074	-43.483308	-63.503752	-50.311103	-41.197923	
-126.004409	-31.823349	-139.604233	-37.261863	-44.144778	-67.921840	-51.367412	-41.915971	
-125.627331	-31.701002	-138.947190	-37.185267	-44.221021	-67.249884	-51.138216	-41.843784	
-123.878800	-30.706742	-137.776833	-36.645864	-43.895048	-65.108059	-50.758338	-41.385072	
-123.697183	-31.070223	-137.558598	-36.923751	-44.103119	-64.949711	-50.835099	-41.311871	
-123.546268	-30.577243	-137.999710	-37.104139	-44.380382	-65.043458	-50.441483	-41.574323	
-123.898621	-30.724339	-138.138286	-37.363638	-44.579360	-65.513983	-50.492242	-41.741376	
-123.273670	-30.553334	-137.106582	-37.033216	-44.220449	-64.999299	-50.750613	-41.396933	
-121.964578	-30.774415	-135.600874	-36.508010	-43.954602	-63.524156	-50.809028	-40.941307	
-121.204405	-30.326129	-135.232175	-36.404699	-43.952940	-62.860726	-50.368837	-40.920556	
-120.598646	-30.341589	-134.906320	-36.290613	-44.014370	-62.302677	-50.056331	-40.899446	
-120.921637	-30.426007	-135.102807	-36.612951	-44.190682	-62.949043	-50.319660	-40.996224	
-121.054585	-30.593527	-134.360060	-36.465651	-44.190642	-62.419411	-50.137436	-40.901298	
-121.383834	-30.395905	-135.152367	-36.532401	-44.176713	-63.155876	-50.109816	-41.194135	
-120.695877	-30.123295	-133.602591	-35.985382	-43.827045	-62.004715	-50.058398	-40.790618	
-120.900933	-30.841700	-132.011753	-35.358309	-43.559743	-60.395172	-49.476555	-40.458290	
-121.005275	-33.118588	-131.569442	-35.401741	-43.484936	-60.222183	-49.642099	-40.318340	
-121.206935	-32.035597	-131.904870	-35.619347	-43.815854	-60.442748	-49.379599	-40.579773	
-120.471098	-32.542345	-130.044954	-35.204621	-43.730632	-59.181610	-49.240489	-40.250477	
-120.835061	-31.911139	-130.122721	-35.339109	-43.703883	-59.376219	-49.309835	-40.342462	
-121.999494	-32.370988	-130.283065	-35.689146	-43.872896	-59.771570	-49.273231	-40.722093	
-122.620630	-31.252717	-130.750987	-35.833986	-43.939555	-60.595620	-49.514963	-40.859754	
-122.588457	-31.622940	-130.863555	-35.715803	-44.078118	-60.063081	-48.996531	-41.217240	
-123.862826	-31.144064	-131.744375	-36.067736	-44.266068	-61.736383	-49.435669	-41.312741	
-124.980923	-30.782081	-133.244534	-36.310651	-44.206761	-63.248116	-49.742395	-41.581398	
-125.282819	-30.805961	-134.234333	-36.546077	-44.279631	-64.226598	-49.966633	-41.696748	
-124.159851	-30.864519	-135.051321	-36.902895	-44.180930	-65.560856	-50.868160	-41.471596	
-122.918577	-30.413157	-133.929663	-36.458825	-44.195863	-63.556404	-50.048840	-41.307828	
-122.258171	-30.434456	-133.545048	-36.303511	-44.120077	-63.157038	-50.014416	-41.199754	
-121.857180	-30.486456	-133.121319	-36.135671	-44.071540	-62.490931	-49.823510	-41.060267	
-122.740432	-30.364852	-133.749737	-36.273949	-44.064171	-63.047552	-49.857400	-41.204534	
-122.986462	-30.537147	-134.155509	-36.398956	-44.201010	-63.402531	-49.763169	-41.376040	
-122.824734	-30.482976	-134.574750	-36.577299	-44.122789	-64.077185	-50.212893	-41.264093	
-124.742151	-32.054327	-136.272452	-37.487686	-44.792753	-66.121515	-50.214654	-41.998197	
-122.159060	-30.409294	-134.353724	-36.362228	-43.856311	-63.801989	-50.441617	-41.026813	
-121.803664	-30.824532	-134.194295	-36.356846	-43.822431	-63.626815	-50.524065	-40.936193	
-125.653593	-34.316645	-136.865636	-37.538793	-44.168838	-66.895503	-51.178328	-41.596711	
-133.642681	-97.320157	-159.614354	-41.764229	-46.365469	-77.754882	-58.346899	-45.712511	
-153.562386	-142.101098	-157.687251	-47.356386	-41.181250	-79.533150	-51.906507	-45.368929	
-175.343598	-160.931218	-179.454281	-65.882849	-41.459582	-118.154772	-57.139977	-48.473828	
-198.260583	-187.505816	-200.556961	-83.284569	-42.370890	-129.470761	-63.748743	-50.644715	
-249.449315	-232.302373	-256.584609	-119.685326	-47.530347	-165.922577	-73.299110	-55.913124	
-203.775425	-58.381265	-244.576785	-124.614494	-43.691725	-136.673397	-57.292494	-47.593655	
-204.869057	-37.307211	-243.233084	-127.404644	-44.838445	-136.677941	-56.262938	-47.491426	
-206.036655	-31.646545	-242.407061	-128.403950	-45.634636	-136.823222	-55.463668	-47.588049	
-207.357488	-31.596586	-241.751648	-129.184814	-46.053418	-137.086508	-54.970695	-47.727624	
-208.285668	-33.320717	-242.519749	-130.540852	-47.052384	-137.510585	-54.804788	-47.992279	
-208.635388	-33.350067	-242.396171	-130.634369	-47.091354	-137.814796	-54.816524	-48.018954	
-208.551023	-32.134753	-242.350114	-130.037226	-46.801414	-138.157575	-55.102815	-47.961355	
-207.972582	-31.808785	-242.805986	-130.030919	-46.855831	-137.949750	-55.129050	-47.933508	
-207.653447	-31.170937	-243.849197	-129.804796	-46.923254	-138.532314	-55.688908	-47.973500	
-207.202244	-31.140916	-243.566846	-129.957014	-46.711581	-137.781581	-55.413540	-47.892096	
-206.886899	-31.194369	-243.808939	-129.380762	-46.547910	-138.001348	-55.650776	-47.855024	
-207.598451	-31.374602	-244.277522	-129.822277	-46.890939	-138.707393	-55.889919	-47.994720	
-206.523908	-31.278090	-244.064945	-129.456370	-46.474167	-137.741589	-55.664430	-47.831025	
-205.663429	-31.260340	-243.396373	-128.417293	-46.040884	-137.255408	-55.471084	-47.628135	
-207.118709	-31.340824	-244.627224	-129.814000	-47.009591	-138.387684	-55.828872	-47.978393	
-207.564092	-31.624584	-245.029279	-129.997181	-47.301903	-138.865553	-56.026696	-48.078246	
-207.333841	-31.338876	-244.808811	-130.103597	-47.238355	-138.532276	-55.806380	-48.030067	
-206.494370	-31.085775	-244.041932	-129.040998	-46.572885	-137.998843	-55.678835	-47.801355	
-206.733662	-31.203419	-244.097407	-129.157209	-46.595894	-138.232443	-55.747782	-47.831467	
-206.488213	-31.343846	-244.409082	-129.320760	-46.519589	-137.956896	-55.793738	-47.832793	
-206.765628	-31.166534	-244.581480	-129.643212	-46.786060	-138.208762	-55.785811	-47.894305	
-206.764573	-31.819496	-244.401331	-129.086195	-46.454414	-138.434016	-55.983732	-47.843051	
-206.525415	-31.073733	-244.574960	-129.793224	-46.861376	-137.844358	-55.613329	-47.874868	
-207.361796	-31.178614	-244.605677	-129.650567	-47.087700	-138.770103	-55.865010	-47.969464	
-207.191042	-31.215259	-244.638283	-129.385615	-47.153775	-138.841355	-55.890960	-47.949575	
-207.306383	-32.807282	-244.955539	-130.740538	-47.740205	-138.113956	-55.400264	-48.081299	
-207.008275	-31.831022	-244.456740	-130.209245	-47.268214	-137.978850	-55.399779	-47.943097	
-207.864686	-31.614116	-244.147520	-129.995668	-47.275820	-138.616561	-55.523414	-47.997493	
-207.336346	-31.262124	-244.357464	-129.413596	-47.175428	-138.712789	-55.678222	-47.937327	
-202.164481	-35.117237	-241.802801	-125.332034	-44.529766	-134.239668	-54.985203	-46.950049	
-193.787452	-174.460838	-203.784144	-82.135785	-41.904930	-120.286274	-61.470090	-48.631374	
-166.394746	-99.036280	-176.613149	-69.938057	-40.757456	-112.225035	-51.612223	-45.188850	
-166.904839	-144.828699	-162.307292	-61.403021	-41.426183	-88.862095	-47.755540	-45.881304	
-158.684253	-133.378889	-154.252190	-53.835787	-42.685652	-75.740823	-51.451701	-45.895114	
-140.517855	-103.089750	-150.187900	-45.013485	-42.662085	-69.178392	-47.666651	-43.346260	
-130.676197	-82.544561	-144.581542	-39.522531	-44.551649	-67.224726	-48.250156	-43.007062	
-131.370210	-68.948878	-134.595390	-35.834881	-42.740688	-61.989081	-47.942321	-41.955181	
-138.905434	-75.844539	-134.854994	-35.908113	-41.631016	-63.936092	-49.095487	-42.417062	
-138.195632	-73.344017	-138.915631	-35.941380	-41.407813	-67.217185	-50.550295	-42.625314	
-137.640808	-71.352627	-136.682191	-35.733880	-40.748338	-64.866423	-50.676457	-42.319212	
-133.757963	-64.953137	-138.076371	-35.898761	-40.731618	-65.001989	-52.831770	-42.407034	
-134.164176	-62.362501	-136.791882	-35.654177	-40.745332	-64.391014	-52.179136	-42.187833	
-130.434128	-55.051941	-139.692873	-36.220120	-41.513783	-65.148119	-52.340345	-42.206764	
-129.752403	-51.185818	-138.045125	-35.755937	-41.478999	-64.766365	-52.345956	-41.875604	
-132.836777	-57.600599	-136.312750	-35.660026	-41.163916	-64.028474	-52.326455	-42.050354	
-128.817651	-47.686588	-133.790817	-35.268532	-41.370182	-61.806951	-51.123863	-41.229959	
-128.975331	-47.466314	-133.889228	-35.276998	-41.399543	-62.404485	-51.640356	-41.266987	
-127.830917	-44.597996	-135.541908	-35.575432	-41.694335	-63.805746	-51.785559	-41.372562	
-128.535267	-42.668468	-135.697037	-35.459586	-41.817124	-64.260644	-51.364642	-41.402263	
-127.366696	-41.513835	-137.842520	-36.050674	-42.233166	-64.754691	-51.568098	-41.538595	
-127.626067	-44.064355	-135.535893	-35.420427	-41.803171	-62.999735	-51.539696	-41.277978	
-125.264638	-36.815734	-134.650433	-35.504039	-42.327737	-62.253018	-50.559249	-41.000971	
-128.901839	-38.133418	-129.907330	-34.753310	-42.239392	-59.184717	-48.811814	-41.088612	
-122.467735	-42.108897	-129.259824	-35.080014	-43.283168	-54.765194	-47.803399	-41.336271	
-123.977241	-51.411332	-127.666282	-35.548030	-43.296324	-55.740000	-47.868548	-41.452490	
-123.561230	-53.789246	-126.161396	-36.044363	-44.697427	-59.700153	-47.790195	-40.849672	
-157.968262	-128.476887	-134.044511	-40.152440	-45.633722	-64.853929	-52.821799	-47.578970	
-169.381046	-137.049969	-134.136200	-41.818840	-46.520064	-66.620640	-53.746598	-48.901120	
-194.892661	-138.321745	-140.676545	-63.610928	-51.664219	-106.898500	-43.838578	-50.600728	
-191.571722	-124.889857	-105.651267	-53.944699	-46.627489	-60.968524	-47.773341	-49.483194	
-172.554007	-117.761365	-87.744918	-60.797787	-41.981782	-66.516430	-46.487616	-46.628934	
-176.659735	-153.484415	-86.032700	-76.329960	-41.729094	-75.389524	-51.547374	-47.570503	
-145.579106	-155.072946	-72.215030	-84.728831	-42.580891	-88.416785	-51.862639	-44.891420	
-150.507379	-161.597928	-63.611718	-99.602525	-42.231813	-104.302890	-44.108262	-46.034940	
-141.044449	-169.220147	-40.857068	-106.785174	-42.077216	-97.790268	-46.869679	-44.778258	
-134.915892	-166.436304	-32.702284	-110.763365	-43.686674	-93.326166	-51.433715	-42.870947	
-141.761996	-177.364746	-30.971886	-116.115441	-44.614698	-96.720589	-54.623402	-43.547763	
-148.213796	-174.740816	-33.066124	-119.290530	-46.142045	-95.267324	-54.575264	-43.733115	
-150.855523	-173.983167	-32.089363	-120.824146	-45.986446	-96.127722	-53.487834	-43.686114	
-149.972980	-173.167714	-31.502192	-121.423215	-45.981939	-96.737918	-53.105081	-43.535522	
-144.444914	-173.019295	-28.616212	-121.189198	-44.866810	-97.469469	-52.805937	-43.008060	
-142.935677	-172.806229	-28.173686	-120.830241	-44.484138	-97.614018	-52.463544	-42.863784	
-142.056360	-171.904741	-28.349669	-120.749150	-44.609056	-96.942675	-53.023292	-42.905831	
-145.831027	-174.027181	-28.858877	-121.108787	-45.164566	-97.094763	-53.509216	-43.256622	
-145.392690	-173.462536	-29.063993	-121.371212	-45.252612	-97.002479	-53.488084	-43.210990	
-146.959553	-172.397283	-28.591129	-121.386183	-44.689164	-98.284607	-52.536284	-43.227489	
-147.631961	-173.384530	-28.723323	-121.372444	-44.885017	-98.664269	-53.220086	-43.405289	
-146.212332	-172.668993	-28.598856	-121.008604	-44.740874	-98.520525	-52.902639	-43.322545	
-147.989578	-172.977684	-28.521823	-121.509968	-44.981650	-98.020926	-53.064307	-43.385899	
-153.035352	-174.343268	-31.303483	-122.466497	-46.172052	-98.762134	-53.683398	-43.887025	
-149.289479	-171.474780	-29.969489	-121.937282	-45.659532	-98.116664	-53.207561	-43.480605	
-143.641390	-171.678222	-27.721513	-121.033661	-44.510541	-97.675469	-52.551845	-42.947683	
-140.133820	-171.555039	-27.903338	-120.700031	-44.036526	-97.486660	-51.942180	-42.665984	
-140.715889	-171.342908	-27.838949	-120.795342	-44.096515	-97.640843	-52.036299	-42.688572	
-140.279272	-171.163065	-27.645062	-120.479733	-44.055254	-97.652219	-52.020968	-42.656113	
-137.737540	-170.749931	-28.008591	-120.746575	-43.921751	-97.707634	-51.495386	-42.364287	
-139.309835	-170.567965	-28.265412	-120.410082	-43.995418	-96.979051	-51.114285	-42.434847	
-137.930859	-170.779878	-27.817562	-120.929221	-44.065726	-97.497689	-51.842041	-42.406712	
-144.427851	-171.302362	-27.890906	-120.755343	-44.641540	-97.740414	-52.955472	-43.094088	
-140.302128	-170.591893	-27.634457	-120.883393	-44.299304	-97.422009	-52.426446	-42.664223	
-141.799051	-171.049350	-27.695856	-121.076202	-44.320397	-97.700547	-52.415227	-42.789134	
-135.663199	-170.158010	-28.266661	-120.696406	-43.794103	-97.562728	-51.205146	-42.195827	
-138.267477	-169.820595	-28.048523	-120.697125	-44.069404	-96.889514	-51.253735	-42.316437	
-138.057928	-170.011063	-27.787120	-120.714815	-43.942210	-97.398379	-51.471189	-42.370186	
-136.135973	-169.280455	-27.920720	-120.788736	-43.850234	-97.400410	-51.298676	-42.209044	
-138.201621	-169.960476	-27.605876	-120.771745	-44.066716	-97.302495	-51.621604	-42.361677	
-138.318133	-170.796453	-27.848730	-121.219991	-44.134634	-97.619685	-51.726314	-42.384791	
-137.519675	-169.473269	-27.735653	-120.948090	-43.985937	-97.311063	-51.204904	-42.239814	
-135.538524	-169.716460	-28.131435	-120.995307	-43.834799	-97.522212	-51.129909	-42.146183	
-135.862024	-169.757210	-28.451347	-121.365952	-44.090140	-97.297287	-51.320612	-42.163041	
-136.424770	-169.689941	-28.271072	-121.548289	-44.197865	-97.490041	-51.529405	-42.206831	
-139.149724	-170.827363	-27.868759	-121.547697	-44.411527	-97.692617	-52.379767	-42.523110	
-137.169241	-169.979446	-28.444681	-121.709478	-44.425358	-97.490682	-52.078919	-42.331884	
-135.847022	-168.711430	-28.971665	-121.976653	-44.357266	-97.577750	-51.243889	-42.141219	
-132.947753	-167.662682	-27.956258	-121.009260	-43.799826	-97.503032	-50.922193	-41.880431	
-134.554840	-167.709968	-28.033573	-121.428749	-44.077425	-97.538406	-51.256629	-42.013210	
-134.410711	-167.521109	-28.101733	-121.288646	-44.008638	-97.515884	-51.190087	-42.017271	
-134.068126	-167.951313	-27.809655	-121.372952	-43.976877	-97.774669	-51.254240	-41.979856	
