-0.00144718	0.0698545	2.01158	-0.16305	-0.131603	1.83433	-0.165206	0.0672314	1.71923	-0.159467	0.104561	1.7585	
0.00348001	0.106368	2.03312	0.0309296	-0.0132677	2.1822	0.0180796	-0.206481	2.28965	0.0207073	-0.285178	2.3415	
-0.00983611	0.12088	2.02056	0.0311517	-0.00374576	2.15156	0.0397817	-0.198237	2.2559	0.0406454	-0.285511	2.29783	
-0.0619886	0.121503	2.00441	-0.0092106	0.000153191	2.1397	-0.00975407	-0.21035	2.21917	-0.00944085	-0.303607	2.25837	
-0.102107	0.120504	1.9879	-0.0478018	0.00631131	2.1183	-0.084304	-0.217994	2.15265	-0.0873273	-0.280622	2.20363	
-0.151991	0.115615	1.9558	-0.0769608	-0.00922711	2.10954	-0.0758241	-0.206883	2.22048	-0.077907	-0.296217	2.26811	
-0.193494	0.105088	1.91811	-0.0982884	-0.00847563	2.08302	-0.0780574	-0.20166	2.20004	-0.0757079	-0.343779	2.27311	
-0.21725	0.0889538	1.89596	-0.10657	-0.00762966	2.05423	-0.0865716	-0.196293	2.17782	-0.0947379	-0.264199	2.22291	
-0.230709	0.0752939	1.88347	-0.115373	-0.0115196	2.02681	-0.0966475	-0.195621	2.15871	-0.0896336	-0.33629	2.24382	
-0.256424	0.0564175	1.85869	-0.129857	-0.00931128	1.99537	-0.101219	-0.19211	2.12759	-0.116255	-0.263309	2.17721	
-0.285976	0.0484388	1.82498	-0.138827	-0.00748153	1.95526	-0.105253	-0.18254	2.0954	-0.11277	-0.245541	2.15676	
-0.299573	0.0344457	1.8057	-0.144498	-0.0193429	1.92537	-0.0960915	-0.185121	2.07205	-0.103734	-0.247528	2.1514	
-0.30587	0.00628476	1.80341	-0.156472	-0.0146176	1.87906	-0.104325	-0.171411	2.03334	-0.112692	-0.217477	2.12166	
-0.307366	-0.00369145	1.80396	-0.159142	-0.0287737	1.88021	-0.101458	-0.18157	2.03608	-0.106007	-0.222815	2.12904	
-0.306301	-0.00608342	1.805	-0.157104	-0.0239572	1.88096	-0.106373	-0.180802	2.03493	-0.111543	-0.223655	2.12893	
-0.302087	-0.00145714	1.80592	-0.154179	-0.0199658	1.88314	-0.104572	-0.177708	2.03608	-0.110731	-0.222285	2.12726	
-0.292185	0.0192215	1.80633	-0.145993	-0.0269217	1.90959	-0.0992195	-0.189476	2.05866	-0.10663	-0.240737	2.14716	
-0.281179	0.0350839	1.81445	-0.128949	-0.0183767	1.9404	-0.0942315	-0.187434	2.08548	-0.106825	-0.245911	2.16266	
-0.231507	0.0514084	1.85939	-0.109979	-0.0273703	2.00367	-0.0833123	-0.202287	2.14332	-0.0947735	-0.250777	2.19534	
-0.178645	0.0847331	1.90395	-0.0849471	-0.0132509	2.05879	-0.0650335	-0.192822	2.19348	-0.0643082	-0.254743	2.25405	
-0.136254	0.100863	1.9461	-0.048877	-0.00806539	2.11637	0.0601644	-0.124007	2.27401	0.0990144	-0.191247	2.35129	
-0.104668	0.118556	1.97798	0.0424265	0.0792737	2.13824	0.220434	0.0381758	2.27026	0.315677	0.0134585	2.33639	
-0.0825357	0.135404	1.98937	0.0619081	0.121046	2.11353	0.26342	0.158453	2.21147	0.360498	0.173864	2.25359	
-0.0621544	0.143331	1.99422	0.0813051	0.139521	2.0891	0.262359	0.200345	2.17778	0.354692	0.220288	2.22411	
-0.0516117	0.142485	1.99501	0.14332	0.161216	2.10513	0.328185	0.205818	2.22286	0.416591	0.230846	2.2974	
-0.0418743	0.140236	1.99406	0.147197	0.155043	2.09837	0.31669	0.204688	2.21749	0.407103	0.230756	2.29418	
-0.030791	0.14066	1.99569	0.159639	0.161496	2.10266	0.323256	0.209289	2.21973	0.406746	0.242431	2.29446	
-0.0250672	0.142595	1.9942	0.156625	0.170929	2.09162	0.331366	0.233743	2.21865	0.41703	0.276853	2.29696	
-0.0221293	0.146242	1.98952	0.139057	0.173001	2.07364	0.313974	0.236013	2.20048	0.399828	0.275279	2.27601	
-0.0196428	0.146519	1.98703	0.159382	0.179039	2.08338	0.326061	0.240321	2.20756	0.412807	0.277696	2.28826	
-0.0173944	0.147059	1.98591	0.166203	0.186644	2.09094	0.325573	0.244799	2.21055	0.405933	0.288212	2.29058	
-0.0163536	0.148598	1.98571	0.160584	0.194154	2.08606	0.32443	0.256149	2.21187	0.40424	0.308076	2.2895	
-0.0179521	0.149036	1.9848	0.167774	0.198747	2.09085	0.322869	0.261351	2.20949	0.405161	0.311439	2.28282	
-0.0234618	0.147112	1.98027	0.161143	0.204315	2.08064	0.290279	0.290122	2.14174	0.372803	0.350576	2.19997	
