-0.0258567	0.150686	1.98171	0.124319	0.200927	2.05808	0.280398	0.372946	2.05741	0.346197	0.466519	2.05062	
-0.0282665	0.15206	1.98384	0.152581	0.254695	2.04546	0.232867	0.452288	1.94237	0.249006	0.501388	1.91456	
-0.0349083	0.150581	1.98325	0.160877	0.257947	2.02859	0.143763	0.43852	1.88145	0.122684	0.471331	1.84505	
-0.0374165	0.150686	1.9819	0.156519	0.257847	2.0148	0.118623	0.422843	1.87575	0.0974396	0.466225	1.84146	
-0.0387546	0.151145	1.98192	0.15702	0.254473	2.01483	0.123404	0.431537	1.87334	0.11758	0.47473	1.85057	
-0.0374795	0.151364	1.98364	0.159927	0.25357	2.01657	0.13025	0.437608	1.87642	0.123149	0.478792	1.85298	
-0.0315472	0.153064	1.98766	0.163167	0.253751	2.01642	0.12991	0.43272	1.87825	0.112816	0.471895	1.84998	
-0.0296275	0.153536	1.98866	0.166825	0.251637	2.01846	0.130687	0.430009	1.87923	0.121928	0.46898	1.85209	
-0.0295251	0.1523	1.98886	0.168705	0.249384	2.02231	0.134544	0.426707	1.88217	0.122796	0.463742	1.85712	
-0.0278237	0.151577	1.98995	0.16634	0.24765	2.02262	0.130162	0.417027	1.88661	0.106451	0.45634	1.85203	
-0.0304403	0.150971	1.98787	0.162394	0.247346	2.0197	0.119658	0.409506	1.88487	0.092752	0.450109	1.84662	
-0.0331358	0.150837	1.98644	0.151236	0.24083	2.02007	0.115883	0.405286	1.8842	0.0918608	0.448135	1.8472	
-0.0332775	0.151427	1.98685	0.15441	0.244626	2.02023	0.115717	0.404728	1.88468	0.0929565	0.44952	1.84912	
-0.0336292	0.152054	1.98814	0.155182	0.245777	2.02081	0.115626	0.404319	1.88596	0.0943527	0.448451	1.85055	
-0.0329461	0.152661	1.98967	0.157827	0.248231	2.02022	0.116137	0.403565	1.88855	0.0942569	0.449566	1.84967	
-0.0334657	0.15228	1.98996	0.151066	0.244047	2.02326	0.115994	0.403269	1.88888	0.0922312	0.447805	1.84924	
-0.0333735	0.152337	1.99067	0.149913	0.243982	2.02305	0.116164	0.402818	1.88926	0.0936562	0.448811	1.85002	
-0.0330922	0.152475	1.99112	0.155071	0.246446	2.02284	0.116103	0.402977	1.88973	0.0934108	0.449545	1.85137	
-0.0336557	0.151962	1.99054	0.151918	0.242502	2.02426	0.115956	0.403244	1.88875	0.0936864	0.447407	1.85096	
-0.0327152	0.152332	1.98982	0.154333	0.243532	2.02186	0.116365	0.402881	1.88845	0.0970218	0.446547	1.84937	
-0.0318507	0.152416	1.98903	0.158273	0.244707	2.02168	0.117228	0.402198	1.88859	0.0966928	0.446387	1.84996	
-0.0310862	0.152176	1.98818	0.159173	0.245675	2.02055	0.117911	0.401689	1.88793	0.0971402	0.446281	1.84779	
-0.030302	0.15164	1.98819	0.159871	0.24674	2.0196	0.118131	0.401336	1.88787	0.095821	0.44616	1.84849	
-0.0280132	0.152669	1.98909	0.160023	0.247452	2.01926	0.118314	0.401182	1.88793	0.0957137	0.446259	1.84792	
-0.0268174	0.152513	1.99063	0.160653	0.248113	2.01945	0.119214	0.400565	1.88908	0.096844	0.44803	1.85304	
-0.0258775	0.152249	1.99125	0.162404	0.248093	2.01935	0.12228	0.399815	1.88959	0.10436	0.446898	1.84899	
-0.0281132	0.150403	1.99009	0.169158	0.248815	2.02185	0.129561	0.403371	1.88942	0.118827	0.451374	1.85183	
-0.0294158	0.147892	1.98934	0.138586	0.210993	2.03784	0.151302	0.405474	1.89991	0.151737	0.46044	1.86242	
-0.0251434	0.146888	1.99147	0.140258	0.21777	2.03512	0.196892	0.417571	1.9183	0.210795	0.472753	1.88519	
-0.0224104	0.146689	1.99197	0.171715	0.240688	2.03561	0.245658	0.416667	1.94902	0.273046	0.479436	1.92255	
-0.0256173	0.143008	1.98787	0.137113	0.198807	2.04189	0.273055	0.384405	1.99043	0.331311	0.474881	1.97307	
-0.0264079	0.140946	1.98678	0.131254	0.185117	2.04571	0.296855	0.349985	2.03432	0.369334	0.434818	2.03367	
-0.025753	0.138451	1.98565	0.145601	0.188336	2.04929	0.32228	0.337991	2.0689	0.403484	0.413007	2.08308	
-0.0264914	0.135762	1.98444	0.125546	0.146442	2.05316	0.309493	0.281337	2.09377	0.381604	0.333326	2.12412	
-0.0292932	0.133901	1.98009	0.12726	0.156267	2.04796	0.321031	0.254381	2.12313	0.398492	0.292459	2.16729	
-0.0312731	0.132442	1.97548	0.123334	0.143706	2.03924	0.313009	0.210351	2.14702	0.402502	0.2431	2.21372	
-0.0345044	0.130372	1.97235	0.115605	0.132226	2.04493	0.305824	0.20458	2.14851	0.398883	0.239803	2.21822	
-0.0356064	0.129492	1.97387	0.113531	0.13541	2.04774	0.302417	0.207737	2.1534	0.398075	0.241826	2.22278	
-0.0364134	0.129545	1.9744	0.112869	0.134667	2.04812	0.300991	0.207605	2.15462	0.39453	0.241866	2.21828	
-0.0366483	0.130095	1.97491	0.112635	0.143124	2.04767	0.3012	0.210406	2.15669	0.396316	0.245659	2.21886	
-0.0351363	0.131823	1.9773	0.121421	0.148322	2.05188	0.310567	0.21151	2.16192	0.395511	0.246269	2.20779	
-0.0346171	0.133906	1.97869	0.119777	0.152494	2.05102	0.308027	0.223504	2.14682	0.396958	0.243999	2.18785	
-0.0364672	0.135085	1.97699	0.115358	0.148075	2.04503	0.316131	0.195265	2.143	0.382561	0.226336	2.17561	
-0.0378469	0.134997	1.97587	0.115236	0.139258	2.04246	0.313302	0.207077	2.13394	0.41096	0.227634	2.1815	
-0.0390833	0.134556	1.97482	0.118599	0.146646	2.0419	0.32224	0.196591	2.13264	0.451001	0.234723	2.20938	
-0.0405008	0.134286	1.97457	0.111967	0.13613	2.04239	0.272103	0.188673	2.10387	0.364692	0.215286	2.1558	
-0.0406972	0.134125	1.97524	0.111489	0.138012	2.04346	0.313897	0.196857	2.13201	0.412211	0.222372	2.1861	
-0.0413366	0.134347	1.97587	0.110849	0.139743	2.04383	0.313889	0.194871	2.13297	0.411521	0.219159	2.18806	
-0.042788	0.134463	1.97577	0.10913	0.13718	2.04427	0.314198	0.186388	2.13225	0.388488	0.211928	2.1692	
-0.0460367	0.133244	1.97636	0.104781	0.128989	2.04685	0.308334	0.167251	2.14255	0.383516	0.184361	2.1824	
-0.0570483	0.132363	1.97829	0.0854968	0.102534	2.05761	0.285263	0.104239	2.16676	0.377249	0.0858028	2.23079	
-0.0785488	0.127223	1.97408	0.0437997	0.0566486	2.07421	0.199419	-0.0263652	2.21571	0.261211	-0.0885121	2.2935	
-0.0859494	0.121859	1.97343	0.0257904	-0.0059838	2.10647	0.1226	-0.139942	2.25982	0.162467	-0.262124	2.36845	
-0.0899467	0.113375	1.97346	-0.0192355	-0.0419551	2.11892	0.0492187	-0.201777	2.2632	0.0744362	-0.292649	2.32588	
-0.0859729	0.116361	1.9764	-0.0421402	-0.00668406	2.10447	-0.0108729	-0.199305	2.2217	0.00695324	-0.365997	2.31643	
-0.0846986	0.117822	1.97653	-0.0456695	-0.00263221	2.09666	-0.0277051	-0.205625	2.19976	-0.0276779	-0.29609	2.24314	
-0.0844167	0.118537	1.97627	-0.0561355	-0.0558096	2.1152	-0.0186581	-0.256326	2.21738	-0.0010412	-0.380641	2.28543	
-0.0841259	0.118982	1.97581	-0.0419459	-0.00824672	2.09742	-0.043764	-0.216468	2.19211	-0.031284	-0.305834	2.23286	
-0.0837171	0.118998	1.97575	-0.0523502	-0.0551888	2.11427	-0.0199953	-0.257187	2.21536	-0.0193688	-0.395304	2.28245	
-0.0874787	0.114681	1.97424	-0.0403822	-0.00688866	2.09616	-0.0253871	-0.213637	2.19256	-0.0257607	-0.300809	2.23588	
-0.0878214	0.115751	1.97162	-0.0407315	-0.00664439	2.09426	-0.0273248	-0.213368	2.19089	-0.0277026	-0.303024	2.23247	
-0.0885523	0.116564	1.97088	-0.0414838	-0.00704908	2.0931	-0.0271118	-0.213047	2.19094	-0.0286673	-0.303665	2.23289	
-0.0865984	0.118076	1.97177	-0.0423975	-0.00716407	2.09304	-0.0296259	-0.212958	2.19145	-0.0302346	-0.301265	2.23345	
-0.0924725	0.115171	1.96963	-0.0427725	-0.00705451	2.09294	-0.0265581	-0.213408	2.19	-0.0288518	-0.301808	2.23526	
-0.0870904	0.117928	1.97227	-0.0430164	-0.00706189	2.09331	-0.0349012	-0.21264	2.19261	-0.0302228	-0.302273	2.23285	
-0.0885622	0.117085	1.97251	-0.043188	-0.00726375	2.09355	-0.0276764	-0.213472	2.19084	-0.0295334	-0.301752	2.23469	
-0.0937468	0.112557	1.96953	-0.0431547	-0.00695668	2.09333	-0.0300813	-0.212919	2.19146	-0.0309261	-0.300868	2.234	
-0.102391	0.106954	1.96479	-0.0436968	-0.00709595	2.09257	-0.0312925	-0.214113	2.18891	-0.0323899	-0.300864	2.23271	
-0.104802	0.105489	1.96335	-0.0444591	-0.00707447	2.09138	-0.0289686	-0.21422	2.18745	-0.0234584	-0.393295	2.27877	
-0.105781	0.104627	1.96281	-0.0462976	-0.00736801	2.08894	-0.0289258	-0.214351	2.18528	-0.0335599	-0.306152	2.23043	
-0.106636	0.104162	1.96268	-0.0475277	-0.0074033	2.08868	-0.0294215	-0.214024	2.18566	-0.0345263	-0.300948	2.23034	
-0.109433	0.103751	1.95913	-0.0664375	-0.063752	2.1026	-0.0331968	-0.262864	2.20915	-0.0281067	-0.393128	2.27894	
-0.123801	0.0895867	1.93928	-0.0573503	-0.0208506	2.06391	-0.0450172	-0.220785	2.17355	-0.0567938	-0.293321	2.21293	
-0.137468	0.0730701	1.91941	-0.0694348	-0.0380349	2.0454	-0.0616052	-0.238988	2.15379	-0.0658451	-0.393866	2.21333	
-0.124967	0.025564	1.8585	-0.0464677	-0.0609194	2.00159	-0.0763581	-0.268666	2.09376	-0.0815824	-0.339719	2.1251	
-0.0747763	-0.0578168	1.77804	0.00174025	-0.142226	1.9059	-0.0112134	-0.329722	2.03302	-0.0355804	-0.410179	2.06065	
0.0166845	-0.139021	1.64784	0.0423624	-0.296297	1.80222	0.0737217	-0.47075	1.94142	0.0909115	-0.577446	2.00303	
0.0889159	-0.21265	1.5437	0.141805	-0.388233	1.67116	0.174847	-0.59508	1.75948	0.181414	-0.683136	1.78978	
0.163491	-0.324675	1.43922	0.207218	-0.506883	1.55939	0.233401	-0.730374	1.60086	0.237597	-0.805011	1.61051	
0.224758	-0.443893	1.26844	0.238295	-0.617562	1.40342	0.26564	-0.809028	1.51726	0.263906	-0.850789	1.53958	
0.310926	-0.535729	1.20356	0.301202	-0.70292	1.34584	0.278821	-0.856437	1.44675	0.303711	-0.847593	1.46096	
