606.873108,71.687508,-8.599715,670.788757,-157.268661,58.731743,
598.646790,74.582771,-7.587290,670.511841,-153.901489,63.021423,
599.906311,73.284294,-3.425449,668.587524,-155.656067,67.110115,
596.996826,74.175484,-2.752867,660.425598,-156.229660,69.438690,
596.758789,74.408821,1.410838,650.268982,-153.957153,84.116173,
592.177612,74.685440,5.137136,639.280090,-149.091507,96.449715,
587.506897,86.774658,9.459039,627.507568,-131.904144,114.287231,
582.028076,89.647606,13.148128,617.838074,-115.100548,146.335495,
570.244385,99.021828,9.610884,597.206238,-31.075603,205.786148,
546.551453,150.965820,10.773003,555.000732,144.243637,240.094971,
500.365601,180.256058,6.175392,503.043427,299.913666,202.987061,
465.548981,205.701385,-29.147167,435.787628,403.664307,111.482361,
452.012665,205.927719,-47.989738,421.029938,418.693329,79.189056,
491.294922,114.650696,79.924744,532.707703,146.887344,311.328217,
495.189331,108.500977,101.789795,485.625580,108.254547,334.722595,
484.657166,96.765930,111.162170,494.049347,109.262566,345.494446,
494.355499,91.713402,136.723129,508.575317,109.404121,384.428101,
504.048187,98.843857,126.771950,525.174866,115.160492,376.126343,
510.083557,103.850273,119.413757,532.168152,103.288528,369.733185,
507.375732,113.591248,105.565727,522.409180,110.193176,356.262085,
508.935425,113.526314,92.459373,506.974060,107.139374,343.293457,
506.843811,112.920380,77.879433,483.318420,106.527084,328.076111,
473.988617,126.738434,81.656044,423.037994,116.389755,329.084290,
473.081909,126.005280,76.114433,413.220123,114.578316,322.163574,
466.163330,122.947754,73.593636,415.191345,107.113998,320.669434,
461.799347,126.890358,74.473366,403.643463,110.876007,320.526733,
473.429108,136.285416,56.096340,405.218262,123.749664,300.581818,
470.988098,139.018051,49.255939,413.576843,131.825302,295.788788,
465.445709,141.066483,51.466763,415.945160,138.841095,299.247864,
469.162750,138.360733,60.702763,415.553864,138.419418,307.756805,
461.437134,129.227905,77.275551,403.857117,128.375549,323.840454,
456.784302,155.100952,128.224487,374.555573,123.380951,362.220947,
435.674896,152.827179,158.223663,339.752350,146.236755,388.791840,
408.199432,157.316833,169.920425,316.100067,169.864151,400.667999,
400.058319,162.531723,178.506149,312.973236,175.398987,410.059052,
397.984222,171.605301,181.164032,315.441376,186.405884,414.086273,
396.133179,200.192291,173.173782,319.561127,204.445969,409.488403,
366.382172,181.816147,180.480453,325.208252,215.929810,417.739288,
353.539001,133.236847,216.987213,293.843536,231.138550,437.100281,
360.848450,115.258743,222.737686,276.172760,205.464767,444.912048,
340.960907,141.523438,177.003067,194.861511,114.325684,382.509003,
318.962982,154.286682,149.047409,103.214355,82.618599,294.145020,
312.487671,159.976929,143.247406,57.701965,73.386749,227.997177,
318.282043,171.162979,136.882629,48.156387,75.971046,197.844208,
