584.261963	46.070641	12.318299	563.805786	-177.167999	93.25132
580.271729	55.171246	13.154104	570.748474	-168.377426	93.714722
577.393799	56.993618	14.493631	580.323181	-165.197189	98.347527
576.527161	55.534134	10.850937	574.959106	-161.132523	110.152206
570.887878	72.792801	14.553215	571.77417	-109.583336	165.05397
559.842468	93.662506	41.885712	561.039429	-39.702156	231.169769
552.333618	99.114548	51.362621	549.387817	23.114256	267.055878
527.919983	144.313263	60.79628	508.471008	185.845718	283.940063
511.96582	149.83075	53.604679	521.801086	266.913635	251.961349
473.698608	192.06395	-12.999542	574.732483	393.650482	90.104652
445.23526	177.695633	-6.052257	558.674927	394.600311	81.180008
436.27124	183.95369	14.179219	547.363586	400.553589	110.053055
440.130981	128.187866	128.742447	386.640442	213.274994	358.369019
436.334717	128.358704	149.297058	373.496033	214.331238	378.545776
436.800537	120.80291	144.897491	368.858582	205.40657	373.845001
432.734863	123.39325	139.095062	363.246155	211.255203	366.577545
432.934998	117.757751	139.648697	367.637482	204.609985	368.342621
422.82782	119.606773	146.775391	356.048096	204.177475	376.054993
420.759705	119.642578	151.426727	345.185608	203.922211	378.934448
390.563934	128.244247	158.552368	312.326447	205.966156	387.850525
398.490601	124.581779	157.441513	322.135834	202.625519	387.065033
398.759399	122.701218	156.538193	322.799255	203.084015	385.446991
403.128937	123.688103	158.085815	323.679993	204.028625	386.212738
407.313568	120.929039	157.986328	330.468109	200.492981	386.979889
409.582672	118.979652	161.137772	329.813812	197.372192	389.839294
402.674042	119.31002	156.841019	324.288849	201.346817	384.609985
409.099182	118.985237	156.965469	329.335083	197.166107	385.710083
400.590271	117.95385	159.057053	322.616425	195.431854	388.496887
406.232391	122.030655	161.18634	318.969727	199.656235	388.309143
395.904297	120.921295	165.098328	311.91864	199.951065	392.59375
395.318329	120.740547	163.440399	312.600952	198.413177	391.674988
399.708862	128.846405	162.582687	312.632904	215.051193	386.646576
399.590271	123.034554	157.792023	319.532593	202.985062	385.870728
400.227386	125.745049	157.810577	319.768311	212.251617	383.419098
397.906189	127.549667	155.851685	318.025848	220.600754	378.985962
397.022827	117.759346	157.430344	318.39743	198.006927	385.774994
396.983398	119.612442	162.341919	315.811676	200.183334	389.91568
392.981873	116.444252	162.612137	310.421692	195.4879	390.448578
390.003326	116.23735	166.032684	306.009674	197.559891	392.726318
392.327087	117.412628	168.01239	303.30246	199.807419	392.965576
