0.143503	-0.40222	2.1767	0.18115	-0.144286	1.96534	0.233767	0.0918088	1.72475	0.282816	0.181662	1.65776	0.0994654	-0.0185228	1.76606	-0.00119231	-0.187673	1.84147	-0.018903	-0.323575	1.99364	-0.0175163	-0.396076	2.0491	0.367135	-0.00892923	1.93471	0.434144	-0.0780315	2.10707	0.374994	-0.337323	2.21669	0.359616	-0.390937	2.25283	0.0788566	-0.397619	2.10858	0.0626708	-0.750312	2.22373	-0.0342844	-1.05424	2.55357	0.0073058	-1.13896	2.5197	0.203129	-0.392989	2.1699	0.234816	-0.671282	2.35431	0.189143	-1.00023	2.64965	0.270138	-1.04225	2.65326	0.220247	0.0363414	1.79025	-0.0425125	-0.460535	2.11268	0.0144626	-0.405094	1.99688	0.35515	-0.456696	2.28876	0.368354	-0.377402	2.23777	
0.0878654	-0.394518	2.19125	0.109887	-0.145281	1.97514	0.12883	0.100245	1.74528	0.165709	0.191758	1.67772	-0.00984433	-0.00379269	1.80461	-0.1008	-0.174042	1.91771	-0.118135	-0.347007	2.06492	-0.111921	-0.430121	2.1231	0.291236	0.00996038	1.91963	0.360225	-0.0695276	2.04146	0.147335	-0.0634811	1.91963	0.0968115	-0.0842466	1.83274	0.0177993	-0.390028	2.1316	-0.0189883	-0.665705	2.27191	-0.0701765	-1.01474	2.62147	-0.0649102	-1.10743	2.56819	0.154241	-0.385899	2.17695	0.199662	-0.62417	2.29925	0.184745	-0.98768	2.64306	0.258249	-1.03884	2.65047	0.124441	0.0396344	1.80526	-0.114574	-0.503919	2.16892	-0.0689555	-0.445878	2.089	-0.00231491	-0.0816248	1.79283	0.0618895	-0.140006	1.83286	
0.0385963	-0.374389	2.15566	0.0322838	-0.132602	1.95307	0.0199901	0.105182	1.73931	0.056695	0.193075	1.66713	-0.106507	0.0147439	1.80933	-0.180561	-0.17865	1.92274	-0.177643	-0.380867	2.05162	-0.182452	-0.468998	2.09023	0.20144	0.0314461	1.89092	0.262855	-0.0739872	2.02939	0.0380613	-0.112148	1.91772	-0.0277692	-0.130822	1.86396	-0.031153	-0.372837	2.10363	-0.0697822	-0.631482	2.2656	-0.0705184	-0.983863	2.58954	-0.0707953	-1.06783	2.58112	0.10705	-0.364122	2.13823	0.164869	-0.605481	2.29593	0.188982	-0.95928	2.6177	0.254804	-1.02975	2.62146	0.0233689	0.0464833	1.79519	-0.19472	-0.546277	2.12488	-0.132948	-0.420442	2.09144	-0.108161	-0.118252	1.83767	-0.0440214	-0.195392	1.88403	
-0.0100902	-0.334419	2.1943	-0.0203975	-0.115206	1.9687	-0.0311504	0.106168	1.73631	0.000562769	0.189944	1.66164	-0.152585	0.00997359	1.81512	-0.223637	-0.184827	1.92512	-0.209118	-0.404246	2.02744	-0.201778	-0.503142	2.05968	0.15353	0.0404255	1.87864	0.230085	-0.0529224	1.99987	0.212662	-0.256329	2.12938	0.200047	-0.393357	2.2085	-0.0799926	-0.338936	2.14241	-0.0913178	-0.632483	2.27519	-0.0714765	-0.989353	2.5928	-0.0732078	-1.06752	2.58228	0.0600106	-0.319084	2.17591	0.147029	-0.597309	2.29412	0.184503	-0.952261	2.61238	0.245452	-1.02006	2.61212	-0.0280329	0.0509686	1.79619	-0.196592	-0.575592	2.07662	-0.174752	-0.508246	2.03457	0.196956	-0.467946	2.25035	0.231289	-0.393656	2.20718	
-0.0296173	-0.335531	2.19393	-0.0376545	-0.110468	1.97524	-0.0492108	0.110069	1.74226	-0.0165311	0.193728	1.66771	-0.168655	0.0125956	1.82464	-0.236446	-0.183459	1.92763	-0.218515	-0.402788	2.02814	-0.209924	-0.497077	2.07283	0.131759	0.0456191	1.88622	0.217774	-0.052344	2.01039	0.198766	-0.261119	2.13041	0.182535	-0.318725	2.16915	-0.0994747	-0.338519	2.1457	-0.102919	-0.636238	2.27801	-0.0735017	-0.983684	2.59061	-0.0728819	-1.06453	2.58356	0.0409129	-0.321585	2.17161	0.118847	-0.587816	2.27631	0.121938	-0.916885	2.60879	0.140391	-0.992811	2.53087	-0.046019	0.0554313	1.80275	-0.203295	-0.565935	2.08848	-0.17552	-0.488344	2.06894	0.200889	-0.396872	2.19292	0.203601	-0.30308	2.16567	
-0.0492408	-0.312595	2.20442	-0.0450877	-0.0988759	1.98281	-0.0459012	0.114401	1.74874	-0.0165595	0.199926	1.67434	-0.167165	0.0186492	1.82613	-0.239512	-0.164445	1.93292	-0.202391	-0.343649	2.05895	-0.188136	-0.420516	2.09419	0.130589	0.0508559	1.90291	0.216444	-0.0510489	2.01725	0.220655	-0.253739	2.14697	0.23229	-0.386907	2.22816	-0.11919	-0.316538	2.1513	-0.104655	-0.631216	2.26198	-0.075188	-0.96736	2.5761	-0.0507738	-1.04611	2.49924	0.022092	-0.298452	2.18722	0.0999788	-0.586757	2.28191	0.119306	-0.911329	2.60832	0.141274	-0.990837	2.53121	-0.0453828	0.0611574	1.80919	-0.192643	-0.496986	2.11829	-0.1459	-0.428634	2.05901	0.227368	-0.453706	2.2589	0.256709	-0.388462	2.20683	
-0.0546203	-0.308759	2.20004	-0.047994	-0.0958604	1.98163	-0.0448512	0.114952	1.74912	-0.0158805	0.201076	1.6748	-0.163412	0.0175125	1.819	-0.232225	-0.167356	1.92621	-0.198846	-0.346685	2.05412	-0.183657	-0.42924	2.08892	0.134632	0.0548972	1.92224	0.246603	-0.0666099	2.09429	0.375628	-0.220972	2.23175	0.406249	-0.254408	2.26073	-0.122881	-0.31404	2.1412	-0.0948198	-0.636033	2.25729	-0.0725298	-0.98142	2.58794	-0.0731555	-1.06535	2.58318	0.0151188	-0.293247	2.18783	0.0965144	-0.585936	2.27422	0.119897	-0.918972	2.61692	0.149007	-1.0008	2.53975	-0.0450809	0.0623003	1.80945	-0.187471	-0.510167	2.11684	-0.142152	-0.417826	2.04609	0.465754	-0.316224	2.33212	0.419523	-0.237891	2.24456	
-0.0603387	-0.306863	2.19285	-0.052575	-0.0963055	1.97618	-0.046467	0.111475	1.74569	-0.0181253	0.199309	1.67233	-0.164056	0.0114765	1.81012	-0.227807	-0.187071	1.91307	-0.199468	-0.400267	2.03437	-0.186608	-0.48268	2.06841	0.142412	0.063395	1.92831	0.296541	0.0268937	2.05794	0.487502	0.018673	2.14541	0.568148	-0.0114575	2.19329	-0.126679	-0.313722	2.13102	-0.0988604	-0.62694	2.23673	-0.07298	-0.965624	2.57096	-0.0362348	-1.04784	2.49461	0.00776255	-0.290095	2.18384	0.0974454	-0.578722	2.25987	0.120912	-0.908134	2.6032	0.155222	-0.991126	2.5266	-0.0477065	0.0600649	1.80579	-0.185796	-0.563453	2.08831	-0.155903	-0.453476	2.087	0.64681	-0.0248495	2.2318	0.574988	0.00365139	2.17921	
-0.058624	-0.291987	2.19482	-0.0542471	-0.0929843	1.97419	-0.0494237	0.10771	1.74085	-0.0227361	0.195068	1.66682	-0.164523	0.00713838	1.807	-0.226857	-0.19269	1.9078	-0.201186	-0.415898	2.01555	-0.18323	-0.50435	2.04564	0.157052	0.0740359	1.92454	0.351027	0.0995937	2.01541	0.582208	0.148731	2.09501	0.66028	0.168495	2.11253	-0.124844	-0.302408	2.13174	-0.100575	-0.574787	2.16954	-0.076202	-0.908375	2.51026	-0.0381032	-0.993525	2.43464	0.00948154	-0.272063	2.18747	0.0981407	-0.573131	2.24896	0.119527	-0.900572	2.59549	0.155134	-0.98616	2.51974	-0.0502586	0.0584457	1.80195	-0.173821	-0.581319	2.06977	-0.151491	-0.509505	2.01917	0.743812	0.185507	2.14856	0.652935	0.194936	2.10561	
-0.0495555	-0.282548	2.19306	-0.0514136	-0.0896081	1.97186	-0.050338	0.104714	1.73764	-0.0251978	0.192253	1.66351	-0.16374	0.00535221	1.80357	-0.224784	-0.193856	1.90554	-0.193471	-0.379252	2.00492	-0.169738	-0.459058	2.06009	0.166416	0.0823841	1.91558	0.339226	0.124574	1.97531	0.565722	0.201097	2.04791	0.674324	0.233209	2.07975	-0.11609	-0.293775	2.13077	-0.0982724	-0.628266	2.22728	-0.0717904	-0.96407	2.56788	-0.0332774	-1.05085	2.49222	0.0185646	-0.262156	2.18489	0.0996746	-0.573246	2.24582	0.120268	-0.901281	2.5942	0.156362	-0.988873	2.51828	-0.050512	0.0571021	1.79913	-0.1641	-0.539728	2.07508	-0.152629	-0.413417	2.05959	0.761092	0.25538	2.11789	0.662817	0.260815	2.077	
