-3042.977008	-170.103590	-332.559902	-39.053631	-214.313556	-89.056107	-623.531925	-430.241811	-187.625746	-35.215285	-39.640191	
-2968.420931	-172.533922	-322.501056	-38.559244	-216.163173	-89.824224	-638.315328	-428.307631	-189.182151	-34.922699	-39.618892	
-2966.234293	-169.487041	-322.119353	-38.131234	-213.340665	-88.316833	-628.543071	-426.491873	-187.708768	-34.950505	-39.522234	
-2917.501996	-163.708480	-316.466174	-38.308502	-205.256941	-86.415154	-614.272811	-417.882748	-185.653095	-34.734599	-39.442458	
-2654.015886	-155.405946	-281.685847	-38.326793	-181.735437	-82.453172	-577.878287	-392.055040	-178.829360	-34.428518	-39.053898	
-2447.176354	-149.529567	-255.716257	-38.133390	-165.829882	-79.458590	-553.195663	-370.114811	-172.887105	-34.094883	-38.678428	
-2116.620679	-143.992519	-215.986658	-38.801509	-142.529940	-76.186187	-519.465824	-337.117240	-165.939953	-33.420159	-38.436703	
-1453.071630	-143.168100	-143.325274	-39.851194	-109.667363	-73.314255	-480.417082	-283.701438	-154.435075	-32.971525	-37.630627	
-352.568391	-190.200308	-47.553275	-46.353812	-65.475083	-76.237633	-417.784284	-163.865376	-122.238598	-32.614182	-35.474328	
-132.545716	-343.032684	-33.518870	-60.523198	-62.955272	-89.980436	-395.197401	-91.054867	-93.523389	-32.048046	-35.678482	
-977.394532	-576.941951	-89.821337	-88.749415	-157.535698	-115.110936	-503.937331	-168.219055	-90.840289	-32.778826	-40.196050	
-2644.497321	-713.703077	-270.641701	-134.695998	-283.276139	-138.466360	-568.135427	-285.703314	-93.875852	-35.506188	-43.678804	
-3047.865175	-747.142732	-326.195535	-147.661029	-323.513159	-146.138298	-600.905920	-317.167562	-98.128313	-36.405261	-44.441573	
-176.859474	-434.943343	-30.728288	-47.158631	-88.975925	-87.180770	-466.283271	-103.283969	-99.325227	-33.791957	-34.242374	
-97.300219	-321.000605	-28.601954	-42.773702	-50.392722	-71.707417	-318.394674	-61.577542	-79.945458	-33.395488	-30.577374	
-109.705428	-361.749952	-29.485430	-41.985041	-61.574510	-75.166110	-364.567525	-72.508021	-86.324016	-34.788674	-31.688136	
-40.436319	-373.613024	-27.248493	-38.955752	-55.387734	-79.140962	-358.989683	-73.443687	-92.261994	-36.610999	-32.091273	
-35.031491	-378.743847	-26.833599	-39.190409	-56.665359	-80.770449	-374.957845	-78.876775	-95.471250	-36.055643	-31.969213	
-26.394747	-349.827609	-26.963963	-38.162220	-52.382455	-79.241661	-368.224648	-78.089705	-96.248346	-35.244830	-30.856877	
-24.086681	-338.982020	-27.052813	-40.525535	-48.514103	-76.854493	-354.246903	-68.528825	-91.716592	-34.046048	-30.394167	
-23.025166	-318.252027	-27.981825	-43.709378	-42.772082	-74.297849	-316.832329	-56.602168	-83.045535	-33.555978	-30.573523	
-24.910332	-299.153510	-29.417981	-48.609740	-38.747473	-71.388741	-275.139060	-43.529970	-73.099833	-33.164918	-31.397073	
-28.276630	-267.854929	-29.668021	-52.322410	-33.816462	-66.707231	-222.195298	-27.680539	-62.261585	-32.188636	-30.855827	
-32.057669	-259.004430	-30.646566	-54.404461	-33.725792	-66.195071	-207.930798	-26.045595	-59.448910	-32.187062	-31.380009	
-31.838447	-259.769156	-31.132905	-54.504043	-35.132857	-67.372073	-224.101920	-26.525793	-61.667651	-32.287589	-31.258540	
-33.361452	-253.519071	-31.324638	-55.415856	-34.247138	-67.262065	-211.273809	-25.412460	-59.545532	-32.159806	-31.343123	
-39.382576	-252.623898	-31.329878	-60.862922	-35.028020	-68.887985	-203.060275	-24.919137	-58.493921	-31.930213	-32.825128	
-38.877745	-271.386396	-31.031272	-62.743426	-37.474853	-72.782649	-228.046343	-26.034193	-61.168354	-31.901507	-33.119263	
-38.011979	-286.444915	-30.541057	-62.458321	-38.837386	-75.025793	-244.347875	-27.204525	-62.703719	-31.870226	-32.940106	
-36.487506	-285.489873	-30.200646	-59.899283	-37.167403	-72.230485	-232.640953	-27.063787	-61.218285	-31.899292	-32.452089	
-35.745169	-278.864743	-30.966445	-56.126862	-35.485595	-69.086061	-217.675155	-26.134682	-58.773242	-32.198740	-31.437838	
-61.884282	-205.961702	-29.673861	-44.817807	-27.857022	-61.380354	-157.599371	-26.573541	-57.881639	-32.068178	-29.410582	
-106.771341	-234.875088	-35.314841	-44.750436	-28.375346	-65.398628	-147.488536	-29.082736	-53.164708	-32.512103	-28.916210	
-130.549537	-273.158205	-40.284656	-48.059944	-30.855221	-70.650475	-165.929249	-36.215714	-54.034296	-32.818398	-29.975313	
-126.825101	-278.923042	-40.735979	-47.887068	-32.178564	-72.204002	-177.208172	-38.697404	-57.077143	-33.072566	-30.552090	
-120.485721	-286.329338	-39.797135	-48.111023	-33.961183	-73.151123	-189.215166	-41.355142	-60.260202	-33.356354	-30.911868	
-92.365193	-273.597314	-37.144588	-49.363401	-36.962836	-75.590616	-200.872702	-46.585349	-65.381300	-34.544037	-31.689003	
-118.437176	-361.785363	-42.423375	-52.991385	-48.365506	-83.149235	-283.627081	-57.762257	-75.853770	-33.902872	-33.423461	
-469.447298	-473.338027	-76.242309	-61.831854	-67.137960	-83.179754	-291.843089	-82.654858	-72.938146	-36.357120	-36.730001	
-411.703120	-434.484865	-75.415118	-59.958096	-51.180517	-81.104394	-228.454117	-69.360891	-62.732000	-37.072839	-36.217515	
-376.639756	-184.940129	-87.845744	-55.996376	-28.213186	-87.879642	-80.062839	-64.855190	-37.103624	-33.977969	-32.724635	
-1496.465691	-103.613511	-224.227006	-66.916637	-32.936282	-104.366311	-36.509462	-113.004746	-43.711576	-36.179522	-34.990832	
-2949.408359	-80.867795	-421.521873	-74.413284	-47.341244	-111.819758	-32.279890	-161.865762	-57.746615	-37.996790	-36.127139	
-3497.018816	-70.989114	-503.460147	-78.313594	-56.254575	-113.820283	-32.697151	-182.137314	-66.017062	-39.346971	-36.935476	
-3398.294883	-77.047995	-492.402826	-80.598123	-54.312362	-117.299782	-31.599926	-184.419239	-65.171779	-40.007527	-37.033589	
-2503.715354	-111.506038	-369.762469	-80.184671	-42.837989	-119.916913	-28.227050	-168.662106	-49.603078	-39.506760	-36.302936	
-1600.552140	-163.671126	-258.625505	-77.677235	-37.577487	-117.721410	-30.419153	-157.316814	-35.629336	-38.576035	-35.563391	
-1030.668662	-156.637984	-173.173114	-69.221532	-32.489416	-106.638570	-38.167822	-116.274287	-33.899681	-36.470293	-34.658818	
-490.946459	-166.784046	-93.248241	-61.974439	-29.891223	-91.222080	-61.576624	-73.296782	-36.810952	-34.621195	-33.291782	
-257.562530	-199.360421	-55.429518	-59.438972	-29.375214	-75.874665	-84.878847	-46.171115	-39.746435	-33.162250	-31.676454	
-172.611837	-251.352623	-43.452314	-59.873191	-30.556196	-71.675262	-114.592842	-38.674292	-42.183796	-32.520543	-31.289180	
-110.406682	-235.291759	-36.319531	-56.805763	-29.271708	-67.295064	-120.161061	-31.209222	-45.133144	-32.304637	-31.094419	
-56.158832	-239.742953	-31.362942	-53.279200	-28.939305	-65.966061	-148.109364	-27.361351	-50.645990	-32.048308	-30.377078	
-38.290262	-233.512099	-29.887249	-50.132348	-28.560424	-66.446254	-165.631342	-27.427687	-55.636043	-32.080875	-29.803819	
-31.987105	-226.627464	-29.033316	-48.740154	-28.533114	-65.576623	-176.685593	-26.710832	-59.039766	-32.006780	-29.796790	
-31.249201	-220.940639	-28.801848	-48.470179	-28.385604	-64.587789	-176.742875	-26.185681	-59.520770	-31.929175	-29.871197	
-30.799005	-213.919643	-28.865807	-48.045412	-28.210083	-63.324808	-175.001703	-25.680407	-59.558802	-31.842585	-29.907883	
-31.103259	-215.518542	-28.941085	-48.089822	-28.219985	-62.964886	-172.764081	-25.503675	-58.811005	-31.844585	-29.842283	
-31.142919	-212.420572	-29.174551	-48.182312	-28.341602	-62.109253	-171.472608	-25.327669	-58.499582	-31.825268	-29.949853	
-32.817776	-207.939893	-29.710220	-48.135821	-28.121127	-62.163917	-165.427470	-25.192286	-57.425317	-31.839230	-29.952894	
-31.357435	-210.596338	-29.585428	-47.672437	-28.183401	-62.256987	-168.982726	-25.310217	-58.028742	-31.858333	-29.787836	
-33.963806	-214.311494	-29.916894	-49.037837	-28.327962	-62.626522	-163.969435	-24.988937	-56.252525	-31.863635	-29.977079	
-37.964933	-206.182674	-30.519790	-48.127725	-27.812691	-62.021239	-152.011692	-25.069582	-54.640832	-31.910408	-29.901950	
-41.821599	-202.297337	-31.050231	-47.361655	-27.644091	-61.205277	-142.998156	-25.052969	-53.195658	-31.984841	-29.857717	
-46.970595	-203.452866	-32.261212	-48.880237	-27.591729	-63.012144	-137.756195	-25.703989	-51.389068	-31.982171	-29.970493	
-57.054298	-192.470223	-33.293967	-48.222033	-27.181749	-63.065212	-124.983468	-26.464404	-49.910392	-32.026871	-30.115013	
-49.489367	-197.831754	-30.921799	-46.688566	-27.290441	-60.763440	-132.074119	-25.132017	-51.977783	-32.037047	-29.946956	
-39.718299	-231.707719	-32.316277	-47.475213	-29.984126	-62.121755	-154.003797	-26.544777	-52.926764	-32.965503	-30.436216	
-40.984073	-235.303352	-32.545415	-46.231885	-29.488598	-62.770906	-151.575858	-26.603479	-52.415501	-33.097465	-30.040516	
-39.614871	-237.174947	-31.232875	-45.215726	-28.605095	-63.204659	-153.238257	-26.494172	-53.440078	-32.838703	-29.561718	
-36.162200	-247.135051	-30.114098	-45.793376	-28.946892	-63.604753	-165.035665	-26.768205	-55.296820	-32.680073	-29.488016	
-33.479982	-240.092245	-29.890375	-44.784376	-28.483376	-63.303497	-166.002863	-26.538398	-56.246296	-32.538734	-29.017753	
-32.399008	-244.552868	-29.870069	-44.104147	-28.599765	-63.830670	-170.388445	-26.944943	-57.179209	-32.635328	-28.851837	
-32.200661	-252.315496	-29.575807	-44.604499	-29.062135	-64.144378	-175.482976	-27.360932	-57.622549	-32.688490	-29.009359	
-31.090146	-256.465061	-29.703955	-43.961645	-29.471514	-64.606178	-179.745519	-28.139822	-58.449705	-32.932577	-29.082179	
-26.315016	-256.239958	-29.388303	-42.497362	-30.194065	-64.901710	-192.830148	-29.944636	-61.721309	-33.164829	-28.939109	
-26.894896	-263.901573	-29.476062	-43.807143	-31.038681	-65.398826	-196.801457	-30.792638	-61.409299	-33.288991	-29.464295	
-25.636993	-270.256088	-29.165504	-43.995867	-31.730516	-65.781502	-207.408562	-31.584607	-63.041421	-33.248337	-29.431875	
-26.803456	-268.452256	-29.513560	-43.986019	-31.678706	-66.129578	-201.052494	-32.194724	-62.054149	-33.486734	-29.795320	
-27.423722	-273.580169	-30.355882	-44.449268	-33.106099	-67.572616	-205.463033	-35.010129	-62.494503	-34.092325	-30.575682	
-28.750133	-278.154888	-30.613605	-45.032387	-33.573814	-68.186380	-205.862954	-35.524100	-62.170779	-34.245070	-30.907377	
-28.393726	-280.540563	-30.091163	-45.071195	-33.281982	-67.710715	-208.334432	-34.416601	-62.403900	-33.939006	-30.597651	
-25.000804	-266.492889	-29.179092	-44.027741	-31.879012	-65.789898	-208.073261	-32.535620	-63.470684	-33.295117	-29.612878	
-24.791254	-271.607141	-29.085871	-42.581877	-32.473225	-67.652634	-212.271882	-36.102948	-65.307486	-33.817806	-29.883248	
-26.163739	-261.386500	-28.825078	-42.653462	-31.056996	-66.641750	-197.897018	-33.941479	-63.256085	-33.487868	-29.725708	
-25.181808	-273.725018	-28.633767	-41.759288	-32.234428	-68.144351	-212.443612	-36.532895	-66.068440	-33.823570	-29.722787	
-26.782493	-282.813707	-28.139361	-41.928450	-32.398430	-68.710499	-215.573949	-36.697695	-66.585770	-33.726349	-29.720924	
-27.468580	-288.689542	-28.045384	-42.331557	-32.729832	-68.840642	-218.877276	-36.633266	-66.736591	-33.676429	-29.758590	
-26.505471	-288.289789	-28.027508	-42.501966	-33.086877	-69.338362	-222.384776	-38.213616	-67.481921	-33.726492	-29.951088	
-27.493005	-285.068171	-28.528531	-43.311075	-32.860962	-69.569609	-214.634476	-38.057864	-65.702567	-33.852337	-30.391726	
-27.265820	-274.923047	-29.809414	-44.998808	-33.279493	-69.939412	-208.836336	-39.581615	-64.390414	-34.087310	-31.273072	
-27.904906	-268.676474	-30.727685	-45.079313	-33.562083	-70.723899	-202.854722	-41.244668	-63.773099	-34.504585	-31.720175	
-28.599580	-259.272160	-31.218658	-44.691760	-32.981687	-68.766428	-192.141870	-38.026221	-61.565926	-34.491981	-31.417839	
-29.912184	-259.752542	-31.331921	-44.672375	-32.810790	-68.981203	-187.964566	-37.621553	-60.781259	-34.568212	-31.485362	
-31.280604	-250.753842	-31.797978	-44.933691	-32.621846	-69.282030	-179.123701	-38.429051	-59.930700	-34.655783	-31.835463	
-29.134014	-239.208353	-32.049488	-43.752605	-32.600774	-67.173462	-179.548140	-37.624143	-60.261823	-34.596865	-31.279547	
-45.629179	-181.602652	-29.135914	-41.627151	-29.986605	-60.112881	-172.909561	-39.871732	-65.011704	-32.603418	-30.811844	
-167.169238	-123.172705	-34.323891	-40.537997	-32.641756	-52.408763	-206.168695	-68.802644	-84.474356	-31.713523	-33.632853	
-417.651680	-129.286309	-50.808442	-36.741742	-50.703334	-56.175990	-312.487941	-132.393853	-110.625776	-31.659900	-34.505702	
-597.119310	-186.733075	-64.407858	-33.388297	-100.830194	-70.341973	-510.601529	-212.639821	-148.624370	-32.137404	-35.649865	
-368.040372	-239.655183	-45.799764	-32.269433	-109.108807	-77.431353	-566.555452	-211.154917	-154.168628	-32.848301	-34.736675	
-244.601396	-271.543783	-35.593065	-32.412626	-96.409554	-79.188998	-536.627524	-179.733809	-140.068228	-33.012315	-32.980073	
-93.117185	-351.043258	-29.639606	-34.221653	-91.074368	-91.082509	-541.640456	-172.898650	-136.769495	-34.712906	-32.836140	
-96.772841	-402.666338	-27.966279	-35.410985	-103.450477	-93.785693	-574.560271	-170.782239	-135.854670	-35.800612	-33.440057	
-145.562257	-420.230553	-29.423982	-34.476227	-121.692380	-95.998720	-624.652707	-191.640113	-145.363760	-35.783734	-34.194389	
-118.830856	-426.104237	-28.348295	-35.987153	-113.531970	-95.564897	-600.406183	-176.658096	-138.375096	-35.933608	-34.052610	
-175.129562	-435.242349	-30.467827	-34.548054	-131.360090	-97.782143	-646.122224	-201.412148	-148.323848	-36.153159	-34.683650	
-142.261981	-414.982043	-29.122287	-34.587570	-120.484797	-94.995657	-622.915441	-187.529823	-144.599782	-35.626704	-34.053251	
-100.548964	-371.349669	-27.916836	-34.408204	-101.261191	-90.031226	-576.716928	-168.317500	-139.032938	-34.541666	-32.904189	
-72.061298	-291.365049	-27.659694	-38.766799	-73.416493	-82.043618	-498.625720	-133.956630	-126.117188	-32.515971	-32.152665	
-84.646554	-188.858174	-28.701955	-44.631342	-41.489819	-65.648569	-333.858597	-80.266155	-101.134950	-31.283099	-33.162888	
-163.352848	-121.498417	-34.917294	-44.002772	-28.678446	-51.285020	-152.729589	-42.519538	-70.691816	-31.982443	-33.575782	
-130.040255	-140.677235	-35.158096	-46.678036	-28.430020	-54.312511	-118.526399	-32.553929	-57.889405	-32.041399	-32.864111	
